#MIDSubject,Subject,Run,Condition.Type,Condition,SubTrial,Cue.OnsetTime,Cue.Duration,Anticipation.OnsetTime,Anticipation.Duration,Probe.OnsetTime,Probe.Duration,Feedback.OnsetTime,Feedback.Duration,Probe.RESP,Result,TriggerTime,Cue+Response,Cue,Anticipation.Model.onset,Anticipation.Model.Duration,default
203113,dpk16ahr203113_04991,1,5,LgPun,22,130.493,2,132.476,2,134.476,0.324,134.876,1.65,2,You keep $5!,53246,10,15,130.493,4,1
203113,dpk16ahr203113_04991,1,3,Triangle,23,136.492,2,138.475,2,140.475,0.324,140.875,1.65,2,No money at stake!,53246,8,13,136.492,4,1
203113,dpk16ahr203113_04991,1,5,LgPun,24,142.491,2,144.474,4,148.474,0.324,148.874,1.65,2,You keep $5!,53246,10,15,142.491,6,1
203113,dpk16ahr203113_04991,1,5,LgPun,25,150.49,2,152.473,2,154.473,0.324,154.872,1.65,2,You keep $5!,53246,10,15,150.49,4,1
203113,dpk16ahr203113_04991,1,4,SmallPun,26,156.489,2,158.472,1.5,159.972,0.294,160.338,1.65,2,You keep $0.20!,53246,9,14,156.489,3.5,1
203113,dpk16ahr203113_04991,1,5,LgPun,27,161.988,2,163.971,3,166.97,0.294,167.337,1.65,NA,You lose $5!,53246,5,15,161.988,5,1
203113,dpk16ahr203113_04991,1,1,LgReward,28,168.987,2,170.97,2,172.969,0.294,173.336,1.65,NA,You did not earn $5!,53246,1,11,168.987,4,1
203113,dpk16ahr203113_04991,1,3,Triangle,29,174.986,2,176.969,1.5,178.468,0.274,178.818,1.65,NA,No money at stake!,53246,3,13,174.986,3.5,1
203113,dpk16ahr203113_04991,1,3,Triangle,30,180.485,2,182.468,2,184.467,0.274,184.817,1.65,NA,No money at stake!,53246,3,13,180.485,4,1
203113,dpk16ahr203113_04991,1,2,SmallReward,31,186.484,2,188.467,4,192.466,0.274,192.816,1.65,NA,You did not earn $0.20!,53246,2,12,186.484,6,1
203113,dpk16ahr203113_04991,1,3,Triangle,32,194.482,2,196.465,4,200.465,0.274,200.815,1.65,NA,No money at stake!,53246,3,13,194.482,6,1
203113,dpk16ahr203113_04991,1,2,SmallReward,33,202.481,2,204.464,3.5,207.963,0.274,208.313,1.65,NA,You did not earn $0.20!,53246,2,12,202.481,5.5,1
203113,dpk16ahr203113_04991,1,3,Triangle,34,209.98,2,211.963,1.5,213.462,0.274,213.812,1.65,2,No money at stake!,53246,8,13,209.98,3.5,1
203113,dpk16ahr203113_04991,1,2,SmallReward,35,215.479,2,217.462,1.5,218.961,0.274,219.311,1.65,NA,You did not earn $0.20!,53246,2,12,215.479,3.5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,36,220.978,2,222.961,4,226.96,0.324,227.36,1.65,2,You keep $0.20!,53246,9,14,220.978,6,1
203113,dpk16ahr203113_04991,1,3,Triangle,37,228.976,2,230.959,1.5,232.459,0.324,232.859,1.65,NA,No money at stake!,53246,3,13,228.976,3.5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,38,234.475,2,236.458,2,238.458,0.324,238.858,1.65,2,You keep $0.20!,53246,9,14,234.475,4,1
203113,dpk16ahr203113_04991,1,1,LgReward,39,240.474,2,242.457,2.5,244.957,0.324,245.357,1.65,2,You did not earn $5!,53246,6,11,240.474,4.5,1
203113,dpk16ahr203113_04991,1,1,LgReward,40,246.973,2,248.956,1.5,250.456,0.364,250.889,1.65,2,You earn $5!,53246,6,11,246.973,3.5,1
203113,dpk16ahr203113_04991,1,5,LgPun,41,252.472,2,254.455,1.5,255.955,0.364,256.388,1.65,2,You keep $5!,53246,10,15,252.472,3.5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,42,257.971,2,259.954,2,261.954,0.364,262.387,1.65,2,You keep $0.20!,53246,9,14,257.971,4,1
203113,dpk16ahr203113_04991,1,1,LgReward,43,263.97,2,265.953,1.5,267.453,0.334,267.853,1.65,2,You earn $5!,53246,6,11,263.97,3.5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,44,269.469,2,271.452,1.5,272.952,0.334,273.369,1.65,2,You keep $0.20!,53246,9,14,269.469,3.5,1
203113,dpk16ahr203113_04991,1,2,SmallReward,45,274.968,2,276.951,1.5,278.451,0.334,278.868,1.65,2,You earn $0.20!,53246,7,12,274.968,3.5,1
203113,dpk16ahr203113_04991,1,1,LgReward,46,280.467,2,282.45,4,286.45,0.284,286.8,1.65,2,You earn $5!,53246,6,11,280.467,6,1
203113,dpk16ahr203113_04991,1,3,Triangle,47,288.466,2,290.449,3,293.448,0.284,293.815,1.65,2,No money at stake!,53246,8,13,288.466,5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,48,295.465,2,297.448,3,300.447,0.284,300.814,1.65,NA,You lose $0.20!,53246,4,14,295.465,5,1
203113,dpk16ahr203113_04991,1,4,SmallPun,49,302.464,2,304.447,2.5,306.946,0.284,307.313,1.65,2,You keep $0.20!,53246,9,14,302.464,4.5,1
203113,dpk16ahr203113_04991,1,2,SmallReward,50,308.962,2,310.945,2,312.945,0.254,313.278,1.65,NA,You did not earn $0.20!,53246,2,12,308.962,4,1
203113,dpk16ahr203113_04991,2,1,LgReward,1,0.024,2,2.007,1.5,3.507,0.254,3.84,1.65,NA,You did not earn $5!,425340,1,11,0.024,3.5,1
203113,dpk16ahr203113_04991,2,1,LgReward,2,5.523,2,7.506,4,11.506,0.254,11.839,1.65,NA,You did not earn $5!,425340,1,11,5.523,6,1
203113,dpk16ahr203113_04991,2,2,SmallReward,3,13.522,2,15.505,2.5,18.004,0.254,18.338,1.65,NA,You did not earn $0.20!,425340,2,12,13.522,4.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,4,20.021,2,22.004,4,26.003,0.324,26.403,1.65,NA,You did not earn $0.20!,425340,2,12,20.021,6,1
203113,dpk16ahr203113_04991,2,1,LgReward,5,28.019,2,30.002,2,32.002,0.324,32.402,1.65,NA,You did not earn $5!,425340,1,11,28.019,4,1
203113,dpk16ahr203113_04991,2,3,Triangle,6,34.018,2,36.001,3,39.001,0.324,39.401,1.65,2,No money at stake!,425340,8,13,34.018,5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,7,41.017,2,43,1.5,44.5,0.324,44.9,1.65,2,You keep $0.20!,425340,9,14,41.017,3.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,8,46.516,2,48.499,2,50.499,0.374,50.949,1.65,2,You keep $5!,425340,10,15,46.516,4,1
203113,dpk16ahr203113_04991,2,1,LgReward,9,52.515,2,54.498,3,57.498,0.374,57.947,1.65,2,You earn $5!,425340,6,11,52.515,5,1
203113,dpk16ahr203113_04991,2,5,LgPun,10,59.514,2,61.497,2,63.497,0.374,63.946,1.65,2,You keep $5!,425340,10,15,59.514,4,1
203113,dpk16ahr203113_04991,2,3,Triangle,11,65.513,2,67.496,4,71.495,0.354,71.928,1.65,2,No money at stake!,425340,8,13,65.513,6,1
203113,dpk16ahr203113_04991,2,4,SmallPun,12,73.511,2,75.494,3.5,78.994,0.354,79.427,1.65,2,You keep $0.20!,425340,9,14,73.511,5.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,13,81.01,2,82.993,1.5,84.493,0.354,84.926,1.65,2,You keep $0.20!,425340,9,14,81.01,3.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,14,86.509,2,88.492,1.5,89.992,0.354,90.425,1.65,2,You keep $5!,425340,10,15,86.509,3.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,15,92.008,2,93.991,2,95.991,0.304,96.374,1.65,2,You earn $0.20!,425340,7,12,92.008,4,1
203113,dpk16ahr203113_04991,2,4,SmallPun,16,98.007,2,99.99,2,101.99,0.304,102.373,1.65,2,You keep $0.20!,425340,9,14,98.007,4,1
203113,dpk16ahr203113_04991,2,5,LgPun,17,104.006,2,105.989,1.5,107.489,0.304,107.872,1.65,NA,You lose $5!,425340,5,15,104.006,3.5,1
203113,dpk16ahr203113_04991,2,1,LgReward,18,109.505,2,111.488,3.5,114.988,0.274,115.338,1.65,NA,You did not earn $5!,425340,1,11,109.505,5.5,1
203113,dpk16ahr203113_04991,2,3,Triangle,19,117.004,2,118.987,1.5,120.487,0.274,120.837,1.65,NA,No money at stake!,425340,3,13,117.004,3.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,20,122.503,2,124.486,2,126.486,0.274,126.836,1.65,2,You keep $0.20!,425340,9,14,122.503,4,1
203113,dpk16ahr203113_04991,2,3,Triangle,21,128.502,2,130.485,2,132.485,0.274,132.835,1.65,2,No money at stake!,425340,8,13,128.502,4,1
203113,dpk16ahr203113_04991,2,2,SmallReward,22,134.501,2,136.484,1.5,137.984,0.274,138.334,1.65,2,You earn $0.20!,425340,7,12,134.501,3.5,1
203113,dpk16ahr203113_04991,2,3,Triangle,23,140,2,141.983,1.5,143.483,0.254,143.816,1.65,NA,No money at stake!,425340,3,13,140,3.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,24,145.499,2,147.482,3,150.481,0.254,150.815,1.65,NA,You did not earn $0.20!,425340,2,12,145.499,5,1
203113,dpk16ahr203113_04991,2,1,LgReward,25,152.498,2,154.481,1.5,155.981,0.254,156.314,1.65,NA,You did not earn $5!,425340,1,11,152.498,3.5,1
203113,dpk16ahr203113_04991,2,3,Triangle,26,157.997,2,159.98,2,161.979,0.254,162.313,1.65,NA,No money at stake!,425340,3,13,157.997,4,1
203113,dpk16ahr203113_04991,2,2,SmallReward,27,163.996,2,165.979,2,167.978,0.254,168.312,1.65,NA,You did not earn $0.20!,425340,2,12,163.996,4,1
203113,dpk16ahr203113_04991,2,4,SmallPun,28,169.995,2,171.978,1.5,173.477,0.294,173.844,1.65,2,You keep $0.20!,425340,9,14,169.995,3.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,29,175.494,2,177.477,3,180.476,0.294,180.843,1.65,NA,You lose $0.20!,425340,4,14,175.494,5,1
203113,dpk16ahr203113_04991,2,3,Triangle,30,182.493,2,184.476,1.5,185.975,0.294,186.342,1.65,NA,No money at stake!,425340,3,13,182.493,3.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,31,187.992,2,189.975,1.5,191.474,0.294,191.841,1.65,2,You earn $0.20!,425340,7,12,187.992,3.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,32,193.491,2,195.474,3.5,198.973,0.334,199.39,1.65,2,You earn $0.20!,425340,7,12,193.491,5.5,1
203113,dpk16ahr203113_04991,2,1,LgReward,33,200.989,2,202.972,1.5,204.472,0.334,204.889,1.65,NA,You did not earn $5!,425340,1,11,200.989,3.5,1
203113,dpk16ahr203113_04991,2,1,LgReward,34,206.488,2,208.471,2.5,210.971,0.334,211.371,1.65,2,You earn $5!,425340,6,11,206.488,4.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,35,212.987,2,214.97,2.5,217.47,0.314,217.853,1.65,2,You keep $0.20!,425340,9,14,212.987,4.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,36,219.486,2,221.469,4,225.468,0.314,225.852,1.65,2,You keep $0.20!,425340,9,14,219.486,6,1
203113,dpk16ahr203113_04991,2,2,SmallReward,37,227.485,2,229.468,1.5,230.968,0.314,231.351,1.65,2,You earn $0.20!,425340,7,12,227.485,3.5,1
203113,dpk16ahr203113_04991,2,4,SmallPun,38,232.984,2,234.967,1.5,236.467,0.284,236.833,1.65,NA,You lose $0.20!,425340,4,14,232.984,3.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,39,238.483,2,240.466,1.5,241.966,0.284,242.332,1.65,NA,You lose $5!,425340,5,15,238.483,3.5,1
203113,dpk16ahr203113_04991,2,3,Triangle,40,243.982,2,245.965,1.5,247.465,0.284,247.831,1.65,NA,No money at stake!,425340,3,13,243.982,3.5,1
203113,dpk16ahr203113_04991,2,3,Triangle,41,249.481,2,251.464,2.5,253.964,0.284,254.33,1.65,2,No money at stake!,425340,8,13,249.481,4.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,42,255.98,2,257.963,1.5,259.463,0.284,259.829,1.65,NA,You lose $5!,425340,5,15,255.98,3.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,43,261.479,2,263.462,4,267.461,0.304,267.844,1.65,2,You lose $5!,425340,10,15,261.479,6,1
203113,dpk16ahr203113_04991,2,3,Triangle,44,269.478,2,271.461,3.5,274.96,0.304,275.343,1.65,2,No money at stake!,425340,8,13,269.478,5.5,1
203113,dpk16ahr203113_04991,2,2,SmallReward,45,276.976,2,278.959,1.5,280.459,0.304,280.842,1.65,NA,You did not earn $0.20!,425340,2,12,276.976,3.5,1
203113,dpk16ahr203113_04991,2,1,LgReward,46,282.475,2,284.458,2,286.458,0.304,286.841,1.65,2,You earn $5!,425340,6,11,282.475,4,1
203113,dpk16ahr203113_04991,2,1,LgReward,47,288.474,2,290.457,1.5,291.957,0.354,292.39,1.65,2,You earn $5!,425340,6,11,288.474,3.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,48,293.973,2,295.956,3,298.956,0.354,299.389,1.65,2,You lose $5!,425340,10,15,293.973,5,1
203113,dpk16ahr203113_04991,2,5,LgPun,49,300.972,2,302.955,3.5,306.454,0.354,306.888,1.65,2,You keep $5!,425340,10,15,300.972,5.5,1
203113,dpk16ahr203113_04991,2,5,LgPun,50,308.471,2,310.454,2.5,312.953,0.374,313.403,1.65,2,You keep $5!,425340,10,15,308.471,4.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,1,0.043,2,2.009,1.5,3.509,0.291,3.876,1.65,NA,You lose $0.20!,75705,4,14,0.043,3.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,2,5.542,2,7.509,1.5,9.008,0.291,9.375,1.65,NA,You lose $5!,75705,5,15,5.542,3.5,1
203343,dpk16ahr203343_04090,1,3,Triangle,3,11.058,2,13.008,3.5,16.507,0.291,16.874,1.65,NA,No money at stake!,75705,3,13,11.058,5.5,1
203343,dpk16ahr203343_04090,1,3,Triangle,4,18.524,2,20.507,1.5,22.006,0.291,22.373,1.65,NA,No money at stake!,75705,3,13,18.524,3.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,5,24.04,2,26.006,3.5,29.505,0.291,29.872,1.65,NA,You did not earn $5!,75705,1,11,24.04,5.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,6,31.538,2,33.505,3,36.504,0.361,36.938,1.65,2,You earn $0.20!,75705,7,12,31.538,5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,7,38.521,2,40.504,1.5,42.004,0.361,42.437,1.65,2,You keep $0.20!,75705,9,14,38.521,3.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,8,44.02,2,46.003,1.5,47.503,0.361,47.936,1.65,2,You earn $0.20!,75705,7,12,44.02,3.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,9,49.519,2,51.502,3,54.502,0.381,54.952,1.65,2,You earn $5!,75705,6,11,49.519,5,1
203343,dpk16ahr203343_04090,1,5,LgPun,10,56.518,2,58.501,1.5,60.001,0.381,60.451,1.65,NA,You lose $5!,75705,5,15,56.518,3.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,11,62.017,2,64.001,2,66,0.381,66.45,1.65,2,You earn $0.20!,75705,7,12,62.017,4,1
203343,dpk16ahr203343_04090,1,1,LgReward,12,68.017,2,70,2,71.999,0.351,72.416,1.65,2,You earn $5!,75705,6,11,68.017,4,1
203343,dpk16ahr203343_04090,1,3,Triangle,13,74.016,2,75.999,2.5,78.499,0.351,78.932,1.65,2,No money at stake!,75705,8,13,74.016,4.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,14,80.515,2,82.498,1.5,83.998,0.351,84.431,1.65,NA,You did not earn $5!,75705,1,11,80.515,3.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,15,86.014,2,87.997,2.5,90.497,0.351,90.93,1.65,2,You keep $5!,75705,10,15,86.014,4.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,16,92.513,2,94.496,1.5,95.996,0.331,96.396,1.65,NA,You did not earn $0.20!,75705,2,12,92.513,3.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,17,98.012,2,99.995,1.5,101.495,0.331,101.895,1.65,2,You earn $5!,75705,6,11,98.012,3.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,18,103.512,2,105.495,3.5,108.994,0.331,109.394,1.65,2,You keep $0.20!,75705,9,14,103.512,5.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,19,111.011,2,112.994,1.5,114.493,0.311,114.877,1.65,NA,You lose $5!,75705,5,15,111.011,3.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,20,116.51,2,118.493,3.5,121.992,0.311,122.376,1.65,NA,You lose $5!,75705,5,15,116.51,5.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,21,124.009,2,125.992,2.5,128.491,0.311,128.875,1.65,2,You earn $0.20!,75705,7,12,124.009,4.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,22,130.508,2,132.491,2,134.491,0.331,134.891,1.65,NA,You lose $5!,75705,5,15,130.508,4,1
203343,dpk16ahr203343_04090,1,3,Triangle,23,136.507,2,138.49,2,140.49,0.331,140.89,1.65,NA,No money at stake!,75705,3,13,136.507,4,1
203343,dpk16ahr203343_04090,1,5,LgPun,24,142.506,2,144.489,4,148.489,0.331,148.889,1.65,2,You keep $5!,75705,10,15,142.506,6,1
203343,dpk16ahr203343_04090,1,5,LgPun,25,150.505,2,152.488,2,154.488,0.331,154.888,1.65,NA,You lose $5!,75705,5,15,150.505,4,1
203343,dpk16ahr203343_04090,1,4,SmallPun,26,156.504,2,158.487,1.5,159.987,0.371,160.437,1.65,2,You keep $0.20!,75705,9,14,156.504,3.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,27,162.003,2,163.986,3,166.986,0.371,167.436,1.65,2,You keep $5!,75705,10,15,162.003,5,1
203343,dpk16ahr203343_04090,1,1,LgReward,28,169.002,2,170.985,2,172.985,0.371,173.435,1.65,2,You earn $5!,75705,6,11,169.002,4,1
203343,dpk16ahr203343_04090,1,3,Triangle,29,175.002,2,176.985,1.5,178.484,0.351,178.918,1.65,2,No money at stake!,75705,8,13,175.002,3.5,1
203343,dpk16ahr203343_04090,1,3,Triangle,30,180.501,2,182.484,2,184.484,0.351,184.917,1.65,2,No money at stake!,75705,8,13,180.501,4,1
203343,dpk16ahr203343_04090,1,2,SmallReward,31,186.5,2,188.483,4,192.482,0.351,192.899,1.65,2,You earn $0.20!,75705,7,12,186.5,6,1
203343,dpk16ahr203343_04090,1,3,Triangle,32,194.499,2,196.482,4,200.481,0.351,200.915,1.65,2,No money at stake!,75705,8,13,194.499,6,1
203343,dpk16ahr203343_04090,1,2,SmallReward,33,202.498,2,204.481,3.5,207.98,0.351,208.397,1.65,2,You earn $0.20!,75705,7,12,202.498,5.5,1
203343,dpk16ahr203343_04090,1,3,Triangle,34,209.997,2,211.98,1.5,213.479,0.351,213.913,1.65,NA,No money at stake!,75705,3,13,209.997,3.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,35,215.496,2,217.479,1.5,218.979,0.351,219.412,1.65,2,You earn $0.20!,75705,7,12,215.496,3.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,36,220.995,2,222.978,4,226.978,0.301,227.361,1.65,2,You keep $0.20!,75705,9,14,220.995,6,1
203343,dpk16ahr203343_04090,1,3,Triangle,37,228.994,2,230.977,1.5,232.477,0.301,232.86,1.65,NA,No money at stake!,75705,3,13,228.994,3.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,38,234.493,2,236.476,2,238.476,0.301,238.859,1.65,2,You keep $0.20!,75705,9,14,234.493,4,1
203343,dpk16ahr203343_04090,1,1,LgReward,39,240.492,2,242.475,2.5,244.975,0.301,245.358,1.65,NA,You did not earn $5!,75705,1,11,240.492,4.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,40,246.991,2,248.975,1.5,250.474,0.271,250.824,1.65,NA,You did not earn $5!,75705,1,11,246.991,3.5,1
203343,dpk16ahr203343_04090,1,5,LgPun,41,252.491,2,254.474,1.5,255.974,0.271,256.323,1.65,NA,You lose $5!,75705,5,15,252.491,3.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,42,257.99,2,259.973,2,261.973,0.271,262.323,1.65,NA,You lose $0.20!,75705,4,14,257.99,4,1
203343,dpk16ahr203343_04090,1,1,LgReward,43,263.989,2,265.972,1.5,267.472,0.311,267.855,1.65,NA,You did not earn $5!,75705,1,11,263.989,3.5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,44,269.488,2,271.471,1.5,272.971,0.311,273.354,1.65,2,You keep $0.20!,75705,9,14,269.488,3.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,45,274.987,2,276.971,1.5,278.47,0.311,278.854,1.65,NA,You did not earn $0.20!,75705,2,12,274.987,3.5,1
203343,dpk16ahr203343_04090,1,1,LgReward,46,280.487,2,282.47,4,286.469,0.361,286.902,1.65,2,You earn $5!,75705,6,11,280.487,6,1
203343,dpk16ahr203343_04090,1,3,Triangle,47,288.486,2,290.469,3,293.468,0.361,293.902,1.65,2,No money at stake!,75705,8,13,288.486,5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,48,295.485,2,297.468,3,300.467,0.361,300.901,1.65,2,You keep $0.20!,75705,9,14,295.485,5,1
203343,dpk16ahr203343_04090,1,4,SmallPun,49,302.484,2,304.467,2.5,306.966,0.361,307.4,1.65,2,You keep $0.20!,75705,9,14,302.484,4.5,1
203343,dpk16ahr203343_04090,1,2,SmallReward,50,308.983,2,310.966,2,312.965,0.341,313.382,1.65,NA,You did not earn $0.20!,75705,2,12,308.983,4,1
203343,dpk16ahr203343_04090,2,1,LgReward,1,0.01,2,2.009,1.5,3.509,0.341,3.926,1.65,NA,You did not earn $5!,457451,1,11,0.01,3.5,1
203343,dpk16ahr203343_04090,2,1,LgReward,2,5.526,2,7.509,4,11.508,0.341,11.925,1.65,2,You earn $5!,457451,6,11,5.526,6,1
203343,dpk16ahr203343_04090,2,2,SmallReward,3,13.525,2,15.508,2.5,18.007,0.341,18.424,1.65,2,You earn $0.20!,457451,7,12,13.525,4.5,1
203343,dpk16ahr203343_04090,2,2,SmallReward,4,20.024,2,22.007,4,26.006,0.321,26.406,1.65,2,You earn $0.20!,457451,7,12,20.024,6,1
203343,dpk16ahr203343_04090,2,1,LgReward,5,28.022,2,30.006,2,32.005,0.321,32.405,1.65,NA,You did not earn $5!,457451,1,11,28.022,4,1
203343,dpk16ahr203343_04090,2,3,Triangle,6,34.022,2,36.005,3,39.004,0.321,39.404,1.65,2,No money at stake!,457451,8,13,34.022,5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,7,41.021,2,43.004,1.5,44.503,0.321,44.903,1.65,NA,You lose $0.20!,457451,4,14,41.021,3.5,1
203343,dpk16ahr203343_04090,2,5,LgPun,8,46.52,2,48.503,2,50.503,0.341,50.919,1.65,NA,You lose $5!,457451,5,15,46.52,4,1
203343,dpk16ahr203343_04090,2,1,LgReward,9,52.519,2,54.502,3,57.502,0.341,57.918,1.65,2,You earn $5!,457451,6,11,52.519,5,1
203343,dpk16ahr203343_04090,2,5,LgPun,10,59.518,2,61.501,2,63.501,0.341,63.917,1.65,NA,You lose $5!,457451,5,15,59.518,4,1
203343,dpk16ahr203343_04090,2,3,Triangle,11,65.517,2,67.5,4,71.5,0.381,71.95,1.65,NA,No money at stake!,457451,3,13,65.517,6,1
203343,dpk16ahr203343_04090,2,4,SmallPun,12,73.516,2,75.499,3.5,78.999,0.381,79.449,1.65,NA,You lose $0.20!,457451,4,14,73.516,5.5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,13,81.015,2,82.998,1.5,84.498,0.381,84.948,1.65,2,You keep $0.20!,457451,9,14,81.015,3.5,1
203343,dpk16ahr203343_04090,2,5,LgPun,14,86.514,2,88.497,1.5,89.997,0.381,90.447,1.65,2,You keep $5!,457451,10,15,86.514,3.5,1
203343,dpk16ahr203343_04090,2,2,SmallReward,15,92.013,2,93.997,2,95.996,0.401,96.48,1.65,NA,You did not earn $0.20!,457451,2,12,92.013,4,1
203343,dpk16ahr203343_04090,2,4,SmallPun,16,98.013,2,99.996,2,101.995,0.401,102.479,1.65,2,You keep $0.20!,457451,9,14,98.013,4,1
203343,dpk16ahr203343_04090,2,5,LgPun,17,104.012,2,105.995,1.5,107.495,0.401,107.978,1.65,2,You keep $5!,457451,10,15,104.012,3.5,1
203343,dpk16ahr203343_04090,2,1,LgReward,18,109.511,2,111.494,3.5,114.994,0.381,115.444,1.65,NA,You did not earn $5!,457451,1,11,109.511,5.5,1
203343,dpk16ahr203343_04090,2,3,Triangle,19,117.01,2,118.993,1.5,120.493,0.381,120.943,1.65,NA,No money at stake!,457451,3,13,117.01,3.5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,20,122.509,2,124.492,2,126.492,0.381,126.942,1.65,2,You keep $0.20!,457451,9,14,122.509,4,1
203343,dpk16ahr203343_04090,2,3,Triangle,21,128.508,2,130.491,2,132.491,0.381,132.941,1.65,NA,No money at stake!,457451,3,13,128.508,4,1
203343,dpk16ahr203343_04090,2,2,SmallReward,22,134.507,2,136.491,1.5,137.99,0.381,138.44,1.65,2,You earn $0.20!,457451,7,12,134.507,3.5,1
203343,dpk16ahr203343_04090,2,3,Triangle,23,140.007,2,141.99,1.5,143.49,0.361,143.923,1.65,2,No money at stake!,457451,8,13,140.007,3.5,1
203343,dpk16ahr203343_04090,2,2,SmallReward,24,145.506,2,147.489,3,150.489,0.361,150.922,1.65,2,You earn $0.20!,457451,7,12,145.506,5,1
203343,dpk16ahr203343_04090,2,1,LgReward,25,152.505,2,154.488,1.5,155.988,0.361,156.421,1.65,NA,You did not earn $5!,457451,1,11,152.505,3.5,1
203343,dpk16ahr203343_04090,2,3,Triangle,26,158.004,2,159.987,2,161.987,0.361,162.42,1.65,2,No money at stake!,457451,8,13,158.004,4,1
203343,dpk16ahr203343_04090,2,2,SmallReward,27,164.003,2,165.986,2,167.986,0.361,168.419,1.65,NA,You did not earn $0.20!,457451,2,12,164.003,4,1
203343,dpk16ahr203343_04090,2,4,SmallPun,28,170.002,2,171.986,1.5,173.485,0.381,173.935,1.65,NA,You lose $0.20!,457451,4,14,170.002,3.5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,29,175.502,2,177.485,3,180.484,0.381,180.934,1.65,2,You keep $0.20!,457451,9,14,175.502,5,1
203343,dpk16ahr203343_04090,2,3,Triangle,30,182.501,2,184.484,1.5,185.984,0.381,186.434,1.65,NA,No money at stake!,457451,3,13,182.501,3.5,1
203343,dpk16ahr203343_04090,2,2,SmallReward,31,188,2,189.983,1.5,191.483,0.381,191.933,1.65,2,You earn $0.20!,457451,7,12,188,3.5,1
203343,dpk16ahr203343_04090,2,2,SmallReward,32,193.499,2,195.482,3.5,198.982,0.401,199.465,1.65,2,You earn $0.20!,457451,7,12,193.499,5.5,1
203343,dpk16ahr203343_04090,2,1,LgReward,33,200.998,2,202.981,1.5,204.481,0.401,204.964,1.65,NA,You did not earn $5!,457451,1,11,200.998,3.5,1
203343,dpk16ahr203343_04090,2,1,LgReward,34,206.497,2,208.48,2.5,210.98,0.401,211.447,1.65,2,You earn $5!,457451,6,11,206.497,4.5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,35,212.996,2,214.979,2.5,217.479,0.381,217.929,1.65,2,You keep $0.20!,457451,9,14,212.996,4.5,1
203343,dpk16ahr203343_04090,2,4,SmallPun,36,219.496,2,221.479,4,225.478,0.381,225.928,1.65,NA,You lose $0.20!,457451,4,14,219.496,6,1
203343,dpk16ahr203343_04090,2,2,SmallReward,37,227.494,2,229.477,1.5,230.977,0.381,231.427,1.65,NA,You did not earn $0.20!,457451,2,12,227.494,3.5,1
