#MIDSubject,Subject,Run,Condition.Type,Condition,SubTrial,Cue.OnsetTime,Cue.Duration,Anticipation.OnsetTime,Anticipation.Duration,Probe.OnsetTime,Probe.Duration,Feedback.OnsetTime,Feedback.Duration,Probe.RESP,Result,TriggerTime,Cue+Response,Cue,Anticipation.Model.onset,Anticipation.Model.Duration,default
203220,0,2,3,Triangle,47,289.464,2,291.447,1.5,292.947,0.353,293.38,1.65,2,No money at stake!,438135,8,13,289.464,3.5,1
203220,0,2,5,LgPun,48,294.963,2,296.946,4,300.946,0.353,301.379,1.65,2,You keep $5!,438135,10,15,294.963,6,1
203220,0,2,2,SmallReward,49,302.962,2,304.945,1.5,306.445,0.353,306.878,1.65,2,You earn $0.20!,438135,7,12,302.962,3.5,1
203220,0,2,2,SmallReward,50,308.461,2,310.444,2.5,312.944,0.373,313.394,1.65,2,You earn $0.20!,438135,7,12,308.461,4.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,1,0.024,2,2.007,2,4.007,0.31,4.39,1.65,2,No money at stake!,50938,8,13,0.024,4,1
203416,dpk16ahr203416_04514,1,3,Triangle,2,6.024,2,8.007,1.5,9.506,0.31,9.89,1.65,2,No money at stake!,50938,8,13,6.024,3.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,3,11.523,2,13.506,2.5,16.005,0.31,16.389,1.65,2,You keep $5!,50938,10,15,11.523,4.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,4,18.022,2,20.005,1.5,21.505,0.31,21.888,1.65,2,No money at stake!,50938,8,13,18.022,3.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,5,23.521,2,25.504,1.5,27.004,0.31,27.387,1.65,2,You earn $5!,50938,6,11,23.521,3.5,1
203416,dpk16ahr203416_04514,1,4,SmallPun,6,29.02,2,31.004,1.5,32.503,0.31,32.887,1.65,NA,You lose $0.20!,50938,4,14,29.02,3.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,7,34.52,2,36.503,4,40.502,0.29,40.869,1.65,NA,You lose $5!,50938,5,15,34.52,6,1
203416,dpk16ahr203416_04514,1,3,Triangle,8,42.519,2,44.502,3.5,48.001,0.29,48.368,1.65,2,No money at stake!,50938,8,13,42.519,5.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,9,50.018,2,52.001,2.5,54.501,0.29,54.867,1.65,2,You earn $0.20!,50938,7,12,50.018,4.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,10,56.517,2,58.5,2,60.5,0.29,60.866,1.65,2,You keep $5!,50938,10,15,56.517,4,1
203416,dpk16ahr203416_04514,1,4,SmallPun,11,62.516,2,64.499,1.5,65.999,0.27,66.349,1.65,NA,You lose $0.20!,50938,4,14,62.516,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,12,68.016,2,69.999,3,72.998,0.27,73.348,1.65,NA,You did not earn $0.20!,50938,2,12,68.016,5,1
203416,dpk16ahr203416_04514,1,5,LgPun,13,75.015,2,76.998,1.5,78.498,0.27,78.848,1.65,2,You keep $5!,50938,10,15,75.015,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,14,80.514,2,82.497,1.5,83.997,0.29,84.363,1.65,2,You earn $0.20!,50938,7,12,80.514,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,15,86.013,2,87.996,2,89.996,0.29,90.363,1.65,2,You earn $0.20!,50938,7,12,86.013,4,1
203416,dpk16ahr203416_04514,1,5,LgPun,16,92.013,2,93.996,2,95.995,0.29,96.362,1.65,2,You keep $5!,50938,10,15,92.013,4,1
203416,dpk16ahr203416_04514,1,3,Triangle,17,98.012,2,99.995,2.5,102.495,0.27,102.844,1.65,2,No money at stake!,50938,8,13,98.012,4.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,18,104.511,2,106.494,1.5,107.994,0.27,108.344,1.65,2,You keep $5!,50938,10,15,104.511,3.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,19,110.01,2,111.993,3.5,115.493,0.27,115.843,1.65,2,You earn $5!,50938,6,11,110.01,5.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,20,117.509,2,119.492,1.5,120.992,0.27,121.342,1.65,NA,You did not earn $5!,50938,1,11,117.509,3.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,21,123.009,2,124.992,3,127.991,0.24,128.308,1.65,NA,You lose $5!,50938,5,15,123.009,5,1
203416,dpk16ahr203416_04514,1,4,SmallPun,22,130.008,2,131.991,2,133.991,0.24,134.307,1.65,NA,You lose $0.20!,50938,4,14,130.008,4,1
203416,dpk16ahr203416_04514,1,2,SmallReward,23,136.007,2,137.99,3.5,141.49,0.24,141.806,1.65,NA,You did not earn $0.20!,50938,2,12,136.007,5.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,24,143.506,2,145.489,2.5,147.989,0.28,148.339,1.65,2,You earn $5!,50938,6,11,143.506,4.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,25,150.005,2,151.988,4,155.988,0.28,156.338,1.65,NA,You did not earn $0.20!,50938,2,12,150.005,6,1
203416,dpk16ahr203416_04514,1,4,SmallPun,26,158.004,2,159.987,4,163.987,0.28,164.337,1.65,NA,You lose $0.20!,50938,4,14,158.004,6,1
203416,dpk16ahr203416_04514,1,1,LgReward,27,166.003,2,167.986,2,169.986,0.33,170.386,1.65,2,You earn $5!,50938,6,11,166.003,4,1
203416,dpk16ahr203416_04514,1,1,LgReward,28,172.002,2,173.985,3,176.985,0.33,177.385,1.65,2,You earn $5!,50938,6,11,172.002,5,1
203416,dpk16ahr203416_04514,1,3,Triangle,29,179.001,2,180.985,4,184.984,0.33,185.384,1.65,NA,No money at stake!,50938,3,13,179.001,6,1
203416,dpk16ahr203416_04514,1,5,LgPun,30,187,2,188.984,1.5,190.483,0.33,190.883,1.65,2,You keep $5!,50938,10,15,187,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,31,192.5,2,194.483,1.5,195.983,0.31,196.366,1.65,NA,You did not earn $0.20!,50938,2,12,192.5,3.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,32,197.999,2,199.982,1.5,201.482,0.31,201.865,1.65,2,You earn $5!,50938,6,11,197.999,3.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,33,203.498,2,205.481,4,209.481,0.31,209.864,1.65,2,You earn $5!,50938,6,11,203.498,6,1
203416,dpk16ahr203416_04514,1,4,SmallPun,34,211.497,2,213.48,3.5,216.98,0.28,217.33,1.65,NA,You lose $0.20!,50938,4,14,211.497,5.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,35,218.996,2,220.979,1.5,222.479,0.28,222.829,1.65,NA,No money at stake!,50938,3,13,218.996,3.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,36,224.496,2,226.479,2,228.479,0.28,228.828,1.65,NA,No money at stake!,50938,3,13,224.496,4,1
203416,dpk16ahr203416_04514,1,4,SmallPun,37,230.495,2,232.478,2,234.478,0.28,234.828,1.65,NA,You lose $0.20!,50938,4,14,230.495,4,1
203416,dpk16ahr203416_04514,1,5,LgPun,38,236.494,2,238.477,1.5,239.977,0.28,240.327,1.65,2,You keep $5!,50938,10,15,236.494,3.5,1
203416,dpk16ahr203416_04514,1,5,LgPun,39,241.993,2,243.977,3.5,247.476,0.3,247.843,1.65,2,You keep $5!,50938,10,15,241.993,5.5,1
203416,dpk16ahr203416_04514,1,4,SmallPun,40,249.493,2,251.476,3,254.475,0.3,254.859,1.65,2,You keep $0.20!,50938,9,14,249.493,5,1
203416,dpk16ahr203416_04514,1,1,LgReward,41,256.492,2,258.475,2,260.474,0.3,260.841,1.65,2,You earn $5!,50938,6,11,256.492,4,1
203416,dpk16ahr203416_04514,1,4,SmallPun,42,262.491,2,264.474,1.5,265.974,0.28,266.324,1.65,2,You keep $0.20!,50938,9,14,262.491,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,43,267.99,2,269.973,1.5,271.473,0.28,271.823,1.65,NA,You did not earn $0.20!,50938,2,12,267.99,3.5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,44,273.489,2,275.473,1.5,276.972,0.28,277.322,1.65,2,You earn $0.20!,50938,7,12,273.489,3.5,1
203416,dpk16ahr203416_04514,1,1,LgReward,45,278.989,2,280.972,1.5,282.472,0.25,282.805,1.65,NA,You did not earn $5!,50938,1,11,278.989,3.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,46,284.488,2,286.471,1.5,287.971,0.25,288.304,1.65,NA,No money at stake!,50938,3,13,284.488,3.5,1
203416,dpk16ahr203416_04514,1,4,SmallPun,47,289.987,2,291.97,1.5,293.47,0.25,293.804,1.65,2,You keep $0.20!,50938,9,14,289.987,3.5,1
203416,dpk16ahr203416_04514,1,4,SmallPun,48,295.487,2,297.47,2.5,299.969,0.25,300.303,1.65,NA,You lose $0.20!,50938,4,14,295.487,4.5,1
203416,dpk16ahr203416_04514,1,3,Triangle,49,301.986,2,303.969,3,306.969,0.27,307.319,1.65,NA,No money at stake!,50938,3,13,301.986,5,1
203416,dpk16ahr203416_04514,1,2,SmallReward,50,308.985,2,310.968,2,312.968,0.27,313.318,1.65,NA,You did not earn $0.20!,50938,2,12,308.985,4,1
203416,dpk16ahr203416_04514,2,2,SmallReward,1,0.02,2,2.003,1.5,3.503,0.27,3.853,1.65,NA,You did not earn $0.20!,424145,2,12,0.02,3.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,2,5.519,2,7.502,1.5,9.002,0.27,9.352,1.65,NA,You did not earn $5!,424145,1,11,5.519,3.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,3,11.018,2,13.002,1.5,14.501,0.27,14.851,1.65,NA,You did not earn $5!,424145,1,11,11.018,3.5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,4,16.518,2,18.501,4,22.5,0.34,22.917,1.65,NA,You did not earn $0.20!,424145,2,12,16.518,6,1
203416,dpk16ahr203416_04514,2,5,LgPun,5,24.517,2,26.5,1.5,28,0.34,28.416,1.65,2,You keep $5!,424145,10,15,24.517,3.5,1
203416,dpk16ahr203416_04514,2,5,LgPun,6,30.016,2,31.999,1.5,33.499,0.34,33.916,1.65,2,You keep $5!,424145,10,15,30.016,3.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,7,35.515,2,37.498,1.5,38.998,0.38,39.448,1.65,2,You earn $5!,424145,6,11,35.515,3.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,8,41.015,2,42.998,3.5,46.497,0.38,46.947,1.65,NA,You lose $0.20!,424145,4,14,41.015,5.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,9,48.514,2,50.497,4,54.496,0.38,54.946,1.65,2,You earn $5!,424145,6,11,48.514,6,1
203416,dpk16ahr203416_04514,2,5,LgPun,10,56.513,2,58.496,2.5,60.995,0.36,61.429,1.65,2,You keep $5!,424145,10,15,56.513,4.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,11,63.012,2,64.995,1.5,66.495,0.36,66.928,1.65,NA,You lose $0.20!,424145,4,14,63.012,3.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,12,68.511,2,70.494,1.5,71.994,0.36,72.427,1.65,2,You keep $0.20!,424145,9,14,68.511,3.5,1
203416,dpk16ahr203416_04514,2,5,LgPun,13,74.01,2,75.994,1.5,77.493,0.34,77.91,1.65,2,You keep $5!,424145,10,15,74.01,3.5,1
203416,dpk16ahr203416_04514,2,3,Triangle,14,79.51,2,81.493,1.5,82.993,0.34,83.409,1.65,2,No money at stake!,424145,8,13,79.51,3.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,15,85.009,2,86.992,1.5,88.492,0.34,88.909,1.65,NA,You lose $0.20!,424145,4,14,85.009,3.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,16,90.508,2,92.491,2,94.491,0.34,94.908,1.65,NA,You lose $0.20!,424145,4,14,90.508,4,1
203416,dpk16ahr203416_04514,2,1,LgReward,17,96.508,2,98.491,3.5,101.99,0.36,102.423,1.65,2,You earn $5!,424145,6,11,96.508,5.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,18,104.007,2,105.99,3,108.989,0.36,109.423,1.65,2,You earn $5!,424145,6,11,104.007,5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,19,111.006,2,112.989,3.5,116.488,0.36,116.922,1.65,2,You earn $0.20!,424145,7,12,111.006,5.5,1
203416,dpk16ahr203416_04514,2,3,Triangle,20,118.505,2,120.488,3.5,123.987,0.34,124.404,1.65,NA,No money at stake!,424145,3,13,118.505,5.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,21,126.004,2,127.987,1.5,129.487,0.34,129.903,1.65,2,You keep $0.20!,424145,9,14,126.004,3.5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,22,131.503,2,133.486,1.5,134.986,0.34,135.403,1.65,NA,You did not earn $0.20!,424145,2,12,131.503,3.5,1
203416,dpk16ahr203416_04514,2,5,LgPun,23,137.002,2,138.986,1.5,140.485,0.34,140.902,1.65,2,You keep $5!,424145,10,15,137.002,3.5,1
203416,dpk16ahr203416_04514,2,3,Triangle,24,142.502,2,144.485,3,147.484,0.31,147.868,1.65,NA,No money at stake!,424145,3,13,142.502,5,1
203416,dpk16ahr203416_04514,2,3,Triangle,25,149.501,2,151.484,1.5,152.984,0.31,153.367,1.65,NA,No money at stake!,424145,3,13,149.501,3.5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,26,155,2,156.983,3,159.983,0.31,160.366,1.65,2,You keep $0.20!,424145,9,14,155,5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,27,161.999,2,163.982,2,165.982,0.31,166.365,1.65,NA,You did not earn $0.20!,424145,2,12,161.999,4,1
203416,dpk16ahr203416_04514,2,4,SmallPun,28,167.998,2,169.982,4,173.981,0.31,174.364,1.65,2,You keep $0.20!,424145,9,14,167.998,6,1
203416,dpk16ahr203416_04514,2,1,LgReward,29,175.997,2,177.981,2,179.98,0.29,180.347,1.65,NA,You did not earn $5!,424145,1,11,175.997,4,1
203416,dpk16ahr203416_04514,2,2,SmallReward,30,181.997,2,183.98,1.5,185.48,0.29,185.846,1.65,NA,You did not earn $0.20!,424145,2,12,181.997,3.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,31,187.496,2,189.479,1.5,190.979,0.29,191.346,1.65,2,You earn $5!,424145,6,11,187.496,3.5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,32,192.995,2,194.978,2,196.978,0.31,197.361,1.65,NA,You did not earn $0.20!,424145,2,12,192.995,4,1
203416,dpk16ahr203416_04514,2,5,LgPun,33,198.995,2,200.978,3,203.977,0.31,204.361,1.65,2,You keep $5!,424145,10,15,198.995,5,1
203416,dpk16ahr203416_04514,2,4,SmallPun,34,205.994,2,207.977,2,209.976,0.31,210.36,1.65,NA,You lose $0.20!,424145,4,14,205.994,4,1
203416,dpk16ahr203416_04514,2,3,Triangle,35,211.993,2,213.976,2.5,216.476,0.35,216.909,1.65,2,No money at stake!,424145,8,13,211.993,4.5,1
203416,dpk16ahr203416_04514,2,3,Triangle,36,218.492,2,220.475,2,222.475,0.35,222.908,1.65,NA,No money at stake!,424145,3,13,218.492,4,1
203416,dpk16ahr203416_04514,2,4,SmallPun,37,224.491,2,226.474,2.5,228.974,0.35,229.407,1.65,2,You keep $0.20!,424145,9,14,224.491,4.5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,38,230.99,2,232.974,3,235.973,0.35,236.406,1.65,2,You earn $0.20!,424145,7,12,230.99,5,1
203416,dpk16ahr203416_04514,2,5,LgPun,39,237.99,2,239.973,2,241.972,0.35,242.389,1.65,2,You keep $5!,424145,10,15,237.99,4,1
203416,dpk16ahr203416_04514,2,5,LgPun,40,243.989,2,245.972,3.5,249.471,0.33,249.871,1.65,2,You keep $5!,424145,10,15,243.989,5.5,1
203416,dpk16ahr203416_04514,2,1,LgReward,41,251.488,2,253.471,2,255.471,0.33,255.871,1.65,2,You earn $5!,424145,6,11,251.488,4,1
203416,dpk16ahr203416_04514,2,1,LgReward,42,257.487,2,259.47,2.5,261.97,0.33,262.37,1.65,2,You earn $5!,424145,6,11,257.487,4.5,1
203416,dpk16ahr203416_04514,2,3,Triangle,43,263.986,2,265.969,2,267.969,0.28,268.319,1.65,NA,No money at stake!,424145,3,13,263.986,4,1
203416,dpk16ahr203416_04514,2,3,Triangle,44,269.986,2,271.969,1.5,273.468,0.28,273.818,1.65,2,No money at stake!,424145,8,13,269.986,3.5,1
203416,dpk16ahr203416_04514,2,5,LgPun,45,275.485,2,277.468,2,279.468,0.28,279.818,1.65,NA,You lose $5!,424145,5,15,275.485,4,1
203416,dpk16ahr203416_04514,2,3,Triangle,46,281.484,2,283.467,4,287.467,0.28,287.817,1.65,NA,No money at stake!,424145,3,13,281.484,6,1
203416,dpk16ahr203416_04514,2,3,Triangle,47,289.483,2,291.466,1.5,292.966,0.28,293.316,1.65,NA,No money at stake!,424145,3,13,289.483,3.5,1
203416,dpk16ahr203416_04514,2,5,LgPun,48,294.982,2,296.965,4,300.965,0.28,301.315,1.65,NA,You lose $5!,424145,5,15,294.982,6,1
203416,dpk16ahr203416_04514,2,2,SmallReward,49,302.981,2,304.964,1.5,306.464,0.28,306.814,1.65,NA,You did not earn $0.20!,424145,2,12,302.981,3.5,1
203416,dpk16ahr203416_04514,2,2,SmallReward,50,308.481,2,310.464,2.5,312.963,0.3,313.347,1.65,NA,You did not earn $0.20!,424145,2,12,308.481,4.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,1,0.049,2,1.999,2,3.999,0.302,4.382,1.65,NA,No money at stake!,81529,3,13,0.049,4,1
2040,dpk16ahr202040_04037,1,3,Triangle,2,6.015,2,7.998,1.5,9.498,0.302,9.881,1.65,NA,No money at stake!,81529,3,13,6.015,3.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,3,11.531,2,13.497,2.5,15.997,0.302,16.38,1.65,2,You keep $5!,81529,10,15,11.531,4.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,4,18.013,2,19.996,1.5,21.496,0.302,21.879,1.65,NA,No money at stake!,81529,3,13,18.013,3.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,5,23.546,2,25.495,1.5,26.995,0.302,27.379,1.65,NA,You did not earn $5!,81529,1,11,23.546,3.5,1
2040,dpk16ahr202040_04037,1,4,SmallPun,6,29.045,2,30.995,1.5,32.495,0.302,32.878,1.65,2,You keep $0.20!,81529,9,14,29.045,3.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,7,34.511,2,36.494,4,40.493,0.282,40.843,1.65,NA,You lose $5!,81529,5,15,34.511,6,1
2040,dpk16ahr202040_04037,1,3,Triangle,8,42.51,2,44.493,3.5,47.992,0.282,48.342,1.65,2,No money at stake!,81529,8,13,42.51,5.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,9,50.025,2,51.992,2.5,54.491,0.282,54.841,1.65,NA,You did not earn $0.20!,81529,2,12,50.025,4.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,10,56.508,2,58.491,2,60.491,0.282,60.841,1.65,NA,You lose $5!,81529,5,15,56.508,4,1
2040,dpk16ahr202040_04037,1,4,SmallPun,11,62.507,2,64.49,1.5,65.99,0.322,66.39,1.65,2,You keep $0.20!,81529,9,14,62.507,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,12,68.006,2,69.989,3,72.989,0.322,73.389,1.65,2,You did not earn $0.20!,81529,7,12,68.006,5,1
2040,dpk16ahr202040_04037,1,5,LgPun,13,75.005,2,76.988,1.5,78.488,0.322,78.888,1.65,2,You keep $5!,81529,10,15,75.005,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,14,80.504,2,82.487,1.5,83.987,0.362,84.421,1.65,2,You earn $0.20!,81529,7,12,80.504,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,15,86.004,2,87.987,2,89.986,0.362,90.42,1.65,2,You earn $0.20!,81529,7,12,86.004,4,1
2040,dpk16ahr202040_04037,1,5,LgPun,16,92.003,2,93.986,2,95.986,0.362,96.419,1.65,2,You keep $5!,81529,10,15,92.003,4,1
2040,dpk16ahr202040_04037,1,3,Triangle,17,98.002,2,99.985,2.5,102.485,0.332,102.885,1.65,2,No money at stake!,81529,8,13,98.002,4.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,18,104.501,2,106.484,1.5,107.984,0.332,108.384,1.65,2,You keep $5!,81529,10,15,104.501,3.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,19,110,2,111.983,3.5,115.483,0.332,115.883,1.65,2,You earn $5!,81529,6,11,110,5.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,20,117.499,2,119.482,1.5,120.982,0.332,121.382,1.65,2,You earn $5!,81529,6,11,117.499,3.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,21,122.998,2,124.981,3,127.981,0.282,128.331,1.65,NA,You lose $5!,81529,5,15,122.998,5,1
2040,dpk16ahr202040_04037,1,4,SmallPun,22,129.997,2,131.981,2,133.98,0.282,134.33,1.65,NA,You lose $0.20!,81529,4,14,129.997,4,1
2040,dpk16ahr202040_04037,1,2,SmallReward,23,135.997,2,137.98,3.5,141.479,0.282,141.846,1.65,NA,You did not earn $0.20!,81529,2,12,135.997,5.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,24,143.496,2,145.479,2.5,147.978,0.302,148.362,1.65,2,You earn $5!,81529,6,11,143.496,4.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,25,149.995,2,151.978,4,155.977,0.302,156.36,1.65,2,You earn $0.20!,81529,7,12,149.995,6,1
2040,dpk16ahr202040_04037,1,4,SmallPun,26,157.993,2,159.977,4,163.976,0.302,164.359,1.65,NA,You lose $0.20!,81529,4,14,157.993,6,1
2040,dpk16ahr202040_04037,1,1,LgReward,27,165.992,2,167.975,2,169.975,0.342,170.392,1.65,2,You earn $5!,81529,6,11,165.992,4,1
2040,dpk16ahr202040_04037,1,1,LgReward,28,171.992,2,173.975,3,176.974,0.342,177.391,1.65,2,You earn $5!,81529,6,11,171.992,5,1
2040,dpk16ahr202040_04037,1,3,Triangle,29,178.991,2,180.974,4,184.973,0.342,185.39,1.65,2,No money at stake!,81529,8,13,178.991,6,1
2040,dpk16ahr202040_04037,1,5,LgPun,30,186.989,2,188.972,1.5,190.472,0.342,190.889,1.65,NA,You lose $5!,81529,5,15,186.989,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,31,192.489,2,194.472,1.5,195.972,0.322,196.371,1.65,2,You earn $0.20!,81529,7,12,192.489,3.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,32,197.988,2,199.971,1.5,201.471,0.322,201.871,1.65,2,You earn $5!,81529,6,11,197.988,3.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,33,203.487,2,205.47,4,209.47,0.322,209.87,1.65,NA,You did not earn $5!,81529,1,11,203.487,6,1
2040,dpk16ahr202040_04037,1,4,SmallPun,34,211.486,2,213.469,3.5,216.969,0.302,217.352,1.65,NA,You lose $0.20!,81529,4,14,211.486,5.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,35,218.985,2,220.968,1.5,222.468,0.302,222.851,1.65,NA,No money at stake!,81529,3,13,218.985,3.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,36,224.484,2,226.467,2,228.467,0.302,228.85,1.65,2,No money at stake!,81529,8,13,224.484,4,1
2040,dpk16ahr202040_04037,1,4,SmallPun,37,230.483,2,232.466,2,234.466,0.302,234.849,1.65,2,You keep $0.20!,81529,9,14,230.483,4,1
2040,dpk16ahr202040_04037,1,5,LgPun,38,236.482,2,238.466,1.5,239.965,0.302,240.349,1.65,NA,You lose $5!,81529,5,15,236.482,3.5,1
2040,dpk16ahr202040_04037,1,5,LgPun,39,241.982,2,243.965,3.5,247.464,0.322,247.864,1.65,2,You keep $5!,81529,10,15,241.982,5.5,1
2040,dpk16ahr202040_04037,1,4,SmallPun,40,249.481,2,251.464,3,254.463,0.322,254.863,1.65,2,You keep $0.20!,81529,9,14,249.481,5,1
2040,dpk16ahr202040_04037,1,1,LgReward,41,256.48,2,258.463,2,260.462,0.322,260.862,1.65,2,You earn $5!,81529,6,11,256.48,4,1
2040,dpk16ahr202040_04037,1,4,SmallPun,42,262.479,2,264.462,1.5,265.962,0.302,266.345,1.65,NA,You lose $0.20!,81529,4,14,262.479,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,43,267.978,2,269.961,1.5,271.461,0.302,271.844,1.65,NA,You did not earn $0.20!,81529,2,12,267.978,3.5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,44,273.477,2,275.46,1.5,276.96,0.302,277.343,1.65,2,You earn $0.20!,81529,7,12,273.477,3.5,1
2040,dpk16ahr202040_04037,1,1,LgReward,45,278.976,2,280.959,1.5,282.459,0.282,282.809,1.65,NA,You did not earn $5!,81529,1,11,278.976,3.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,46,284.476,2,286.459,1.5,287.959,0.282,288.325,1.65,NA,No money at stake!,81529,3,13,284.476,3.5,1
2040,dpk16ahr202040_04037,1,4,SmallPun,47,289.975,2,291.958,1.5,293.458,0.282,293.808,1.65,NA,You lose $0.20!,81529,4,14,289.975,3.5,1
2040,dpk16ahr202040_04037,1,4,SmallPun,48,295.474,2,297.457,2.5,299.957,0.282,300.307,1.65,2,You keep $0.20!,81529,9,14,295.474,4.5,1
2040,dpk16ahr202040_04037,1,3,Triangle,49,301.973,2,303.956,3,306.956,0.322,307.356,1.65,2,No money at stake!,81529,8,13,301.973,5,1
2040,dpk16ahr202040_04037,1,2,SmallReward,50,308.972,2,310.955,2,312.955,0.322,313.355,1.65,2,You earn $0.20!,81529,7,12,308.972,4,1
2040,dpk16ahr202040_04037,2,2,SmallReward,1,0.012,2,1.996,1.5,3.495,0.322,3.895,1.65,2,You earn $0.20!,490258,7,12,0.012,3.5,1
2040,dpk16ahr202040_04037,2,1,LgReward,2,5.512,2,7.495,1.5,8.995,0.322,9.395,1.65,2,You earn $5!,490258,6,11,5.512,3.5,1
2040,dpk16ahr202040_04037,2,1,LgReward,3,11.011,2,12.994,1.5,14.494,0.322,14.894,1.65,NA,You did not earn $5!,490258,1,11,11.011,3.5,1
2040,dpk16ahr202040_04037,2,2,SmallReward,4,16.51,2,18.493,4,22.493,0.302,22.876,1.65,NA,You did not earn $0.20!,490258,2,12,16.51,6,1
2040,dpk16ahr202040_04037,2,5,LgPun,5,24.509,2,26.492,1.5,27.992,0.302,28.375,1.65,NA,You lose $5!,490258,5,15,24.509,3.5,1
2040,dpk16ahr202040_04037,2,5,LgPun,6,30.008,2,31.991,1.5,33.491,0.302,33.874,1.65,2,You keep $5!,490258,10,15,30.008,3.5,1
2040,dpk16ahr202040_04037,2,1,LgReward,7,35.508,2,37.491,1.5,38.99,0.322,39.39,1.65,2,You earn $5!,490258,6,11,35.508,3.5,1
2040,dpk16ahr202040_04037,2,4,SmallPun,8,41.007,2,42.99,3.5,46.489,0.322,46.889,1.65,2,You keep $0.20!,490258,9,14,41.007,5.5,1
2040,dpk16ahr202040_04037,2,1,LgReward,9,48.506,2,50.489,4,54.488,0.322,54.888,1.65,NA,You did not earn $5!,490258,1,11,48.506,6,1
2040,dpk16ahr202040_04037,2,5,LgPun,10,56.505,2,58.488,2.5,60.987,0.342,61.404,1.65,NA,You lose $5!,490258,5,15,56.505,4.5,1
2040,dpk16ahr202040_04037,2,4,SmallPun,11,63.004,2,64.987,1.5,66.486,0.342,66.903,1.65,NA,You lose $0.20!,490258,4,14,63.004,3.5,1
2040,dpk16ahr202040_04037,2,4,SmallPun,12,68.503,2,70.486,1.5,71.986,0.342,72.402,1.65,2,You keep $0.20!,490258,9,14,68.503,3.5,1
